[2026-03-11 00:54:24,653][root][INFO] - 
------Config------
 {'dataset': 'FB15k_237', 'epoch': 600, 'batch_size': 1024, 'learning_rate': 0.00035, 'h_dim': 480, 'pred_rel_w': False, 'label_smooth': 0.1, 'n_heads': 8, 'topk': 15, 'kg_layer': 2, 'rm_rate': 0.5, 'ent_drop': 0.3, 'rel_drop': 0.1, 'comp_op': 'mul', 'bn': False, 'k_h': 16, 'k_w': 30, 'conv_drop': 0.3, 'ent_drop_pred': 0.3, 'fc_drop': 0.5, 'ker_sz': 8, 'out_channel': 200, 'device': 1, 'max_no_improve': 45, 'cpu_worker_num': 10, 'warmup_epoch': 5}
[2026-03-11 00:54:24,653][root][INFO] - Code dir path: /home/wangwei/DSGNet-main/DSGNet/code_new
[2026-03-11 00:54:24,654][root][INFO] - Config dir path: /home/wangwei/DSGNet-main/DSGNet/config
[2026-03-11 00:54:24,654][root][INFO] - Model save path: /home/wangwei/DSGNet-main/DSGNet/data/output/FB15k_237/2026-03-11/00-54-24
[2026-03-11 00:54:28,415][root][INFO] - kg # node: 14541
[2026-03-11 00:54:28,415][root][INFO] - kg # edge: 544230
[2026-03-11 00:54:28,415][root][INFO] - kg # zero deg node: 36
[2026-03-11 00:54:28,415][root][INFO] - ---Load Train Data---
[2026-03-11 00:54:30,816][root][INFO] - -----Model Parameter Configuration-----
[2026-03-11 00:54:30,816][root][INFO] - Parameter ent_emb: torch.Size([14541, 480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter pred_rel_emb: torch.Size([474, 480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter W_fuse: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter a_fuse: torch.Size([960, 1]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter rel_embs.0: torch.Size([474, 480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter rel_embs.1: torch.Size([474, 480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn0.weight: torch.Size([1]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn0.bias: torch.Size([1]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn1.weight: torch.Size([200]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn1.bias: torch.Size([200]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn2.weight: torch.Size([480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.bn2.bias: torch.Size([480]), require_grad = True
[2026-03-11 00:54:30,816][root][INFO] - Parameter predictor.conv.weight: torch.Size([200, 1, 8, 8]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter predictor.fc.weight: torch.Size([480, 115000]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter L.weight: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter L.bias: torch.Size([480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter S.weight: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter S.bias: torch.Size([480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.0.W: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.0.W_r: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.0.a: torch.Size([1440, 1]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.0.neigh_w: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.1.W: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.1.W_r: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.1.a: torch.Size([1440, 1]), require_grad = True
[2026-03-11 00:54:30,817][root][INFO] - Parameter comp_layers.1.neigh_w: torch.Size([480, 480]), require_grad = True
[2026-03-11 00:54:31,704][root][INFO] - Training... total epoch: 600, step: 88200
[2026-03-11 00:56:33,480][root][INFO] - Epoch:   0 | Loss: 0.6233 | Val - MRR: 0.0134, MR: 6292.26, H@1: 0.000, H@3: 0.019, H@10: 0.031 | Test - MRR: 0.0132 | *
[2026-03-11 00:58:33,297][root][INFO] - Epoch:   1 | Loss: 0.2594 | Val - MRR: 0.0256, MR: 5980.96, H@1: 0.010, H@3: 0.030, H@10: 0.061 | Test - MRR: 0.0254 | *
[2026-03-11 01:00:34,886][root][INFO] - Epoch:   2 | Loss: 0.0792 | Val - MRR: 0.0267, MR: 5750.54, H@1: 0.010, H@3: 0.032, H@10: 0.062 | Test - MRR: 0.0263 | *
[2026-03-11 01:02:36,082][root][INFO] - Epoch:   3 | Loss: 0.0315 | Val - MRR: 0.0288, MR: 5506.74, H@1: 0.010, H@3: 0.032, H@10: 0.063 | Test - MRR: 0.0285 | *
[2026-03-11 01:04:39,210][root][INFO] - Epoch:   4 | Loss: 0.0161 | Val - MRR: 0.0292, MR: 5236.83, H@1: 0.010, H@3: 0.032, H@10: 0.065 | Test - MRR: 0.0290 | *
[2026-03-11 01:06:38,030][root][INFO] - Epoch:   5 | Loss: 0.0101 | Val - MRR: 0.0305, MR: 4961.89, H@1: 0.010, H@3: 0.032, H@10: 0.065 | Test - MRR: 0.0304 | *
[2026-03-11 01:08:36,064][root][INFO] - Epoch:   6 | Loss: 0.0073 | Val - MRR: 0.0331, MR: 4729.00, H@1: 0.012, H@3: 0.034, H@10: 0.066 | Test - MRR: 0.0327 | *
[2026-03-11 01:10:35,111][root][INFO] - Epoch:   7 | Loss: 0.0058 | Val - MRR: 0.0381, MR: 4513.28, H@1: 0.021, H@3: 0.035, H@10: 0.066 | Test - MRR: 0.0383 | *
[2026-03-11 01:12:34,047][root][INFO] - Epoch:   8 | Loss: 0.0049 | Val - MRR: 0.0399, MR: 4313.24, H@1: 0.022, H@3: 0.037, H@10: 0.074 | Test - MRR: 0.0400 | *
[2026-03-11 01:14:32,794][root][INFO] - Epoch:   9 | Loss: 0.0044 | Val - MRR: 0.0442, MR: 4138.59, H@1: 0.024, H@3: 0.049, H@10: 0.075 | Test - MRR: 0.0443 | *
[2026-03-11 01:16:31,900][root][INFO] - Epoch:  10 | Loss: 0.0040 | Val - MRR: 0.0494, MR: 3984.43, H@1: 0.026, H@3: 0.060, H@10: 0.078 | Test - MRR: 0.0492 | *
[2026-03-11 01:18:33,174][root][INFO] - Epoch:  11 | Loss: 0.0037 | Val - MRR: 0.0544, MR: 3836.55, H@1: 0.032, H@3: 0.065, H@10: 0.083 | Test - MRR: 0.0550 | *
[2026-03-11 01:20:35,060][root][INFO] - Epoch:  12 | Loss: 0.0036 | Val - MRR: 0.0578, MR: 3709.72, H@1: 0.032, H@3: 0.065, H@10: 0.091 | Test - MRR: 0.0583 | *
[2026-03-11 01:22:35,776][root][INFO] - Epoch:  13 | Loss: 0.0033 | Val - MRR: 0.0656, MR: 3601.77, H@1: 0.045, H@3: 0.069, H@10: 0.093 | Test - MRR: 0.0653 | *
[2026-03-11 01:24:37,706][root][INFO] - Epoch:  14 | Loss: 0.0032 | Val - MRR: 0.0729, MR: 3503.85, H@1: 0.053, H@3: 0.074, H@10: 0.103 | Test - MRR: 0.0723 | *
[2026-03-11 01:26:40,195][root][INFO] - Epoch:  15 | Loss: 0.0031 | Val - MRR: 0.0808, MR: 3415.08, H@1: 0.063, H@3: 0.079, H@10: 0.114 | Test - MRR: 0.0797 | *
[2026-03-11 01:28:43,369][root][INFO] - Epoch:  16 | Loss: 0.0030 | Val - MRR: 0.0873, MR: 3327.23, H@1: 0.067, H@3: 0.088, H@10: 0.125 | Test - MRR: 0.0858 | *
[2026-03-11 01:30:45,655][root][INFO] - Epoch:  17 | Loss: 0.0029 | Val - MRR: 0.0927, MR: 3249.25, H@1: 0.072, H@3: 0.092, H@10: 0.134 | Test - MRR: 0.0908 | *
[2026-03-11 01:32:47,147][root][INFO] - Epoch:  18 | Loss: 0.0028 | Val - MRR: 0.1030, MR: 3173.00, H@1: 0.081, H@3: 0.103, H@10: 0.146 | Test - MRR: 0.1011 | *
[2026-03-11 01:34:48,985][root][INFO] - Epoch:  19 | Loss: 0.0027 | Val - MRR: 0.1163, MR: 3098.79, H@1: 0.095, H@3: 0.116, H@10: 0.160 | Test - MRR: 0.1140 | *
[2026-03-11 01:36:49,534][root][INFO] - Epoch:  20 | Loss: 0.0027 | Val - MRR: 0.1242, MR: 3031.01, H@1: 0.101, H@3: 0.128, H@10: 0.168 | Test - MRR: 0.1223 | *
[2026-03-11 01:38:50,602][root][INFO] - Epoch:  21 | Loss: 0.0026 | Val - MRR: 0.1326, MR: 2960.20, H@1: 0.106, H@3: 0.139, H@10: 0.184 | Test - MRR: 0.1313 | *
[2026-03-11 01:40:52,205][root][INFO] - Epoch:  22 | Loss: 0.0026 | Val - MRR: 0.1387, MR: 2905.02, H@1: 0.111, H@3: 0.147, H@10: 0.193 | Test - MRR: 0.1383 | *
[2026-03-11 01:42:53,513][root][INFO] - Epoch:  23 | Loss: 0.0026 | Val - MRR: 0.1468, MR: 2853.76, H@1: 0.117, H@3: 0.155, H@10: 0.205 | Test - MRR: 0.1460 | *
[2026-03-11 01:44:55,463][root][INFO] - Epoch:  24 | Loss: 0.0025 | Val - MRR: 0.1515, MR: 2788.23, H@1: 0.120, H@3: 0.159, H@10: 0.214 | Test - MRR: 0.1509 | *
[2026-03-11 01:46:56,057][root][INFO] - Epoch:  25 | Loss: 0.0025 | Val - MRR: 0.1576, MR: 2735.99, H@1: 0.124, H@3: 0.166, H@10: 0.225 | Test - MRR: 0.1569 | *
[2026-03-11 01:48:54,549][root][INFO] - Epoch:  26 | Loss: 0.0024 | Val - MRR: 0.1626, MR: 2671.04, H@1: 0.127, H@3: 0.174, H@10: 0.233 | Test - MRR: 0.1624 | *
[2026-03-11 01:50:53,383][root][INFO] - Epoch:  27 | Loss: 0.0024 | Val - MRR: 0.1685, MR: 2599.06, H@1: 0.131, H@3: 0.180, H@10: 0.242 | Test - MRR: 0.1680 | *
[2026-03-11 01:52:53,861][root][INFO] - Epoch:  28 | Loss: 0.0024 | Val - MRR: 0.1716, MR: 2543.56, H@1: 0.131, H@3: 0.187, H@10: 0.250 | Test - MRR: 0.1722 | *
[2026-03-11 01:54:53,080][root][INFO] - Epoch:  29 | Loss: 0.0024 | Val - MRR: 0.1777, MR: 2469.00, H@1: 0.136, H@3: 0.193, H@10: 0.258 | Test - MRR: 0.1780 | *
[2026-03-11 01:56:52,778][root][INFO] - Epoch:  30 | Loss: 0.0024 | Val - MRR: 0.1842, MR: 2411.39, H@1: 0.142, H@3: 0.198, H@10: 0.268 | Test - MRR: 0.1833 | *
[2026-03-11 01:58:55,415][root][INFO] - Epoch:  31 | Loss: 0.0024 | Val - MRR: 0.1886, MR: 2345.96, H@1: 0.145, H@3: 0.205, H@10: 0.275 | Test - MRR: 0.1881 | *
[2026-03-11 02:00:56,633][root][INFO] - Epoch:  32 | Loss: 0.0023 | Val - MRR: 0.1940, MR: 2280.07, H@1: 0.150, H@3: 0.209, H@10: 0.283 | Test - MRR: 0.1929 | *
[2026-03-11 02:02:57,994][root][INFO] - Epoch:  33 | Loss: 0.0023 | Val - MRR: 0.1978, MR: 2195.46, H@1: 0.151, H@3: 0.216, H@10: 0.290 | Test - MRR: 0.1970 | *
[2026-03-11 02:04:59,684][root][INFO] - Epoch:  34 | Loss: 0.0023 | Val - MRR: 0.1993, MR: 2120.74, H@1: 0.150, H@3: 0.217, H@10: 0.296 | Test - MRR: 0.1995 | *
[2026-03-11 02:07:00,692][root][INFO] - Epoch:  35 | Loss: 0.0023 | Val - MRR: 0.2036, MR: 2030.32, H@1: 0.154, H@3: 0.221, H@10: 0.303 | Test - MRR: 0.2025 | *
[2026-03-11 02:09:03,220][root][INFO] - Epoch:  36 | Loss: 0.0022 | Val - MRR: 0.2071, MR: 1931.77, H@1: 0.156, H@3: 0.225, H@10: 0.308 | Test - MRR: 0.2057 | *
[2026-03-11 02:11:06,573][root][INFO] - Epoch:  37 | Loss: 0.0022 | Val - MRR: 0.2095, MR: 1859.14, H@1: 0.158, H@3: 0.228, H@10: 0.313 | Test - MRR: 0.2084 | *
[2026-03-11 02:13:09,602][root][INFO] - Epoch:  38 | Loss: 0.0022 | Val - MRR: 0.2113, MR: 1758.45, H@1: 0.158, H@3: 0.230, H@10: 0.317 | Test - MRR: 0.2099 | *
[2026-03-11 02:15:15,567][root][INFO] - Epoch:  39 | Loss: 0.0022 | Val - MRR: 0.2143, MR: 1675.60, H@1: 0.160, H@3: 0.233, H@10: 0.321 | Test - MRR: 0.2126 | *
[2026-03-11 02:17:21,091][root][INFO] - Epoch:  40 | Loss: 0.0022 | Val - MRR: 0.2149, MR: 1578.84, H@1: 0.159, H@3: 0.235, H@10: 0.323 | Test - MRR: 0.2132 | *
[2026-03-11 02:19:21,392][root][INFO] - Epoch:  41 | Loss: 0.0021 | Val - MRR: 0.2175, MR: 1473.38, H@1: 0.161, H@3: 0.237, H@10: 0.327 | Test - MRR: 0.2162 | *
[2026-03-11 02:21:24,579][root][INFO] - Epoch:  42 | Loss: 0.0021 | Val - MRR: 0.2198, MR: 1385.50, H@1: 0.163, H@3: 0.238, H@10: 0.331 | Test - MRR: 0.2181 | *
[2026-03-11 02:23:32,602][root][INFO] - Epoch:  43 | Loss: 0.0021 | Val - MRR: 0.2205, MR: 1305.02, H@1: 0.162, H@3: 0.241, H@10: 0.333 | Test - MRR: 0.2193 | *
[2026-03-11 02:25:36,861][root][INFO] - Epoch:  44 | Loss: 0.0021 | Val - MRR: 0.2226, MR: 1231.06, H@1: 0.165, H@3: 0.242, H@10: 0.335 | Test - MRR: 0.2212 | *
[2026-03-11 02:27:40,218][root][INFO] - Epoch:  45 | Loss: 0.0021 | Val - MRR: 0.2236, MR: 1150.13, H@1: 0.165, H@3: 0.242, H@10: 0.338 | Test - MRR: 0.2218 | *
[2026-03-11 02:29:47,058][root][INFO] - Epoch:  46 | Loss: 0.0021 | Val - MRR: 0.2245, MR: 1085.12, H@1: 0.166, H@3: 0.242, H@10: 0.340 | Test - MRR: 0.2239 | *
[2026-03-11 02:31:49,662][root][INFO] - Epoch:  47 | Loss: 0.0020 | Val - MRR: 0.2267, MR: 1016.20, H@1: 0.167, H@3: 0.246, H@10: 0.343 | Test - MRR: 0.2255 | *
[2026-03-11 02:33:52,341][root][INFO] - Epoch:  48 | Loss: 0.0020 | Val - MRR: 0.2274, MR:  947.06, H@1: 0.167, H@3: 0.247, H@10: 0.346 | Test - MRR: 0.2265 | *
